4443  4482 I GGUFNativeStderr: tensor blk.20.attn_output.weight (0 MiB q5_0) buffer type overridden to Vulkan0
09-19 20:14:59.083  1473  2091 D t       : Starting download: https://dl.google.com/assistant/nga/1/17d453d07f334b7d810f8e6e05dbd6001dc45eea.mddz
09-19 20:14:59.084  1473  2091 V t       : Is http uri, downloading (uri: https://dl.google.com/assistant/nga/1/17d453d07f334b7d810f8e6e05dbd6001dc45eea.mddz)
09-19 20:14:59.098  1186  4167 I PTCommittedOperation: Receive new configuration for com.google.android.gms.clearcut.public
09-19 20:14:59.105  1557  4187 W ModuleInitIntentOp: Dropping unexpected action com.google.android.gms.phenotype.COMMITTED
09-19 20:14:59.105  1557  4187 I SyncIntentOperation: Handling the intent: Intent { act=com.google.android.gms.phenotype.COMMITTED pkg=com.google.android.gms cmp=com.google.android.gms/.chimera.GmsIntentOperationService (has extras) }. [CONTEXT service_id=80 ]
09-19 20:14:59.105  1557  4123 W ModuleInitIntentOp: Dropping unexpected action com.google.android.gms.phenotype.COMMITTED
09-19 20:14:59.106  1557  2543 I MdiSyncModule: flag handling is skipping irrelevant intent.
09-19 20:14:59.106  1557  2543 I MlBenchmarkInstaller: Intent: com.google.android.gms.phenotype.COMMITTED [CONTEXT service_id=340 ]
09-19 20:14:59.106  1557  2543 I MlBenchmarkInstaller: COMMITTED Extra package name: com.google.android.gms.clearcut.public [CONTEXT service_id=340 ]
09-19 20:14:59.107  1557  4164 W ModuleInitIntentOp: Dropping unexpected action com.google.android.gms.phenotype.COMMITTED
09-19 20:14:59.107  1557  4164 I GmsSyncPolicyEngine: Periodic sync 1 disabled by policy, cancelled.
09-19 20:14:59.108  1557  4164 I GmsSyncPolicyEngine: Periodic sync 2 disabled by policy, cancelled.
09-19 20:14:59.108  1557  4187 I LocationHistory: [IntentOperation] Handling action com.google.android.gms.phenotype.COMMITTED [CONTEXT service_id=314 ]
09-19 20:14:59.109  1557  4199 W ModuleInitIntentOp: Dropping unexpected action com.google.android.gms.phenotype.COMMITTED
09-19 20:14:59.109  1186  4130 W PlatformConfigurator: Update for unknown DeviceConfig package com.google.android.gms.clearcut.public [CONTEXT service_id=204 ]
09-19 20:14:59.109  1186  4130 W PlatformConfigurator: daaf: No package exists for config package: com.google.android.gms.clearcut.public
09-19 20:14:59.109  1186  4130 W PlatformConfigurator: 	at com.google.android.gms.platformconfigurator.PhenotypeConfigurationUpdateListener.b(:com.google.android.gms@242335041@24.23.35 (190800-646585959):233)
09-19 20:14:59.109  1186  4130 W PlatformConfigurator: 	at com.google.android.gms.platformconfigurator.PhenotypeConfigurationUpdateListener.a(:com.google.android.gms@242335041@24.23.35 (190800-646585959):29)
09-19 20:14:59.109  1186  4130 W PlatformConfigurator: 	at com.google.android.gms.platformconfigurator.PhenotypeConfigurationUpdateListener.onHandleIntent(:com.google.android.gms@242335041@24.23.35 (190800-646585959):207)
09-19 20:14:59.109  1186  4130 W PlatformConfigurator: 	at com.google.android.chimera.IntentOperation.onHandleIntent(:com.google.android.gms@242335041@24.23.35 (190800-646585959):2)
09-19 20:14:59.109  1186  4130 W PlatformConfigurator: 	at ajom.onHandleIntent(:com.google.android.gms@242335041@24.23.35 (190800-646585959):8)
09-19 20:14:59.109  1186  4130 W PlatformConfigurator: 	at pkf.run(:com.google.android.gms@242335041@24.23.35 (190800-646585959):70)
09-19 20:14:59.109  1186  4130 W PlatformConfigurator: 	at pke.run(:com.google.android.gms@242335041@24.23.35 (190800-646585959):152)
09-19 20:14:59.109  1186  4130 W PlatformConfigurator: 	at emsz.run(:com.google.android.gms@242335041@24.23.35 (190800-646585959):21)
09-19 20:14:59.109  1186  4130 W PlatformConfigurator: 	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1145)
09-19 20:14:59.109  1186  4130 W PlatformConfigurator: 	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:644)
09-19 20:14:59.109  1186  4130 W PlatformConfigurator: 	at java.lang.Thread.run(Thread.java:1012)
09-19 20:14:59.110  1557  4164 I GmsSyncPolicyEngine: Periodic sync 3 disabled by policy, cancelled.
09-19 20:14:59.118  1473  1700 E MDD     : DownloadProgressMonitor: Can't find file group for uri: android://com.google.android.googlequicksearchbox/files/datadownload/shared/public/datadownloadfile_1789848850450_1d48ae4b292cd15bc945ae5ddedb9565d268f7e2
09-19 20:14:59.125  4443  4482 I GGUFNativeStderr: .
09-19 20:14:59.135  4443  4482 I GGUFNativeStderr: .
09-19 20:14:59.136  1186  3945 W PlatformConfigurator: Update for unknown DeviceConfig package com.google.android.gms.fitness [CONTEXT service_id=204 ]
09-19 20:14:59.136  1186  3945 W PlatformConfigurator: daaf: No package exists for config package: com.google.android.gms.fitness
09-19 20:14:59.136  1186  3945 W PlatformConfigurator: 	at com.google.android.gms.platformconfigurator.PhenotypeConfigurationUpdateListener.b(:com.google.android.gms@242335041@24.23.35 (190800-646585959):233)
09-19 20:14:59.136  1186  3945 W PlatformConfigurator: 	at com.google.android.gms.platformconfigurator.PhenotypeConfigurationUpdateListener.a(:com.google.android.gms@242335041@24.23.35 (190800-646585959):29)
09-19 20:14:59.136  1186  3945 W PlatformConfigurator: 	at com.google.android.gms.platformconfigurator.PhenotypeConfigurationUpdateListener.onHandleIntent(:com.google.android.gms@242335041@24.23.35 (190800-646585959):207)
09-19 20:14:59.136  1186  3945 W PlatformConfigurator: 	at com.google.android.chimera.IntentOperation.onHandleIntent(:com.google.android.gms@242335041@24.23.35 (190800-646585959):2)
09-19 20:14:59.136  1186  3945 W PlatformConfigurator: 	at ajom.onHandleIntent(:com.google.android.gms@242335041@24.23.35 (190800-646585959):8)
09-19 20:14:59.136  1186  3945 W PlatformConfigurator: 	at pkf.run(:com.google.android.gms@242335041@24.23.35 (190800-646585959):70)
09-19 20:14:59.136  1186  3945 W PlatformConfigurator: 	at pke.run(:com.google.android.gms@242335041@24.23.35 (190800-646585959):152)
09-19 20:14:59.136  1186  3945 W PlatformConfigurator: 	at emsz.run(:com.google.android.gms@242335041@24.23.35 (190800-646585959):21)
09-19 20:14:59.136  1186  3945 W PlatformConfigurator: 	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1145)
09-19 20:14:59.136  1186  3945 W PlatformConfigurator: 	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:644)
09-19 20:14:59.136  1186  3945 W PlatformConfigurator: 	at java.lang.Thread.run(Thread.java:1012)
09-19 20:14:59.141  4443  4482 I GGUFNativeStderr: .
09-19 20:14:59.143  4443  4482 I GGUFNativeStderr: .
09-19 20:14:59.154  1473  2091 E MDD     : DownloadProgressMonitor: Can't find file group for uri: android://com.google.android.googlequicksearchbox/files/datadownload/shared/public/datadownloadfile_1789848850451_a64a3f98d26fa7e7180cd6d29bf44fced216fc32
09-19 20:14:59.155  4443  4482 I GGUFNativeStderr: .
09-19 20:14:59.156  4443  4482 I GGUFNativeStderr: .
09-19 20:14:59.160  4443  4482 I GGUFNativeStderr: .
09-19 20:14:59.166  1473  2099 D t       : Starting download: https://dl.google.com/assistant/nga/1/c11ffd9ddd4f0c6433a5cb07a437812b735fa547.mddz
09-19 20:14:59.166  1473  2099 V t       : Is http uri, downloading (uri: https://dl.google.com/assistant/nga/1/c11ffd9ddd4f0c6433a5cb07a437812b735fa547.mddz)
09-19 20:14:59.166  4443  4482 I GGUFNativeStderr: .
09-19 20:14:59.172  4443  4482 I GGUFNativeStderr: .
09-19 20:14:59.177  4443  4482 I GGUFNativeStderr: .
09-19 20:14:59.180  4443  4482 I GGUFNativeStderr: .
09-19 20:14:59.188  4443  4482 I GGUFNativeStderr: .
09-19 20:14:59.198  4443  4482 I GGUFNativeStderr: .
09-19 20:14:59.207  4443  4482 I GGUFNativeStderr: .
09-19 20:14:59.211  4443  4482 I GGUFNativeStderr: .
09-19 20:14:59.220  4443  4482 I GGUFNativeStderr: .
09-19 20:14:59.223  4443  4482 I GGUFNativeStderr: .
09-19 20:14:59.224  1473  2099 E MDD     : DownloadProgressMonitor: Can't find file group for uri: android://com.google.android.googlequicksearchbox/files/datadownload/shared/public/datadownloadfile_1789848850452_5e9da2701f510020f2592c1e5b468922569445d7
09-19 20:14:59.227  4443  4482 I GGUFNativeStderr: .
09-19 20:14:59.235  4443  4482 I GGUFNativeStderr: .
09-19 20:14:59.236  4443  4482 I GGUFNativeStderr: .
09-19 20:14:59.239  4443  4482 I GGUFNativeStderr: .
09-19 20:14:59.241  4443  4482 I GGUFNativeStderr: .
09-19 20:14:59.242  1186  4125 W PlatformConfigurator: Update for unknown DeviceConfig package com.google.android.gms.contextmanager [CONTEXT service_id=204 ]
09-19 20:14:59.242  1186  4125 W PlatformConfigurator: daaf: No package exists for config package: com.google.android.gms.contextmanager
09-19 20:14:59.242  1186  4125 W PlatformConfigurator: 	at com.google.android.gms.platformconfigurator.PhenotypeConfigurationUpdateListener.b(:com.google.android.gms@242335041@24.23.35 (190800-646585959):233)
09-19 20:14:59.242  1186  4125 W PlatformConfigurator: 	at com.google.android.gms.platformconfigurator.PhenotypeConfigurationUpdateListener.a(:com.google.android.gms@242335041@24.23.35 (190800-646585959):29)
09-19 20:14:59.242  1186  4125 W PlatformConfigurator: 	at com.google.android.gms.platformconfigurator.PhenotypeConfigurationUpdateListener.onHandleIntent(:com.google.android.gms@242335041@24.23.35 (190800-646585959):207)
09-19 20:14:59.242  1186  4125 W PlatformConfigurator: 	at com.google.android.chimera.IntentOperation.onHandleIntent(:com.google.android.gms@242335041@24.23.35 (190800-646585959):2)
09-19 20:14:59.242  1186  4125 W PlatformConfigurator: 	at ajom.onHandleIntent(:com.google.android.gms@242335041@24.23.35 (190800-646585959):8)
09-19 20:14:59.242  1186  4125 W PlatformConfigurator: 	at pkf.run(:com.google.android.gms@242335041@24.23.35 (190800-646585959):70)
09-19 20:14:59.242  1186  4125 W PlatformConfigurator: 	at pke.run(:com.google.android.gms@242335041@24.23.35 (190800-646585959):152)
09-19 20:14:59.242  1186  4125 W PlatformConfigurator: 	at emsz.run(:com.google.android.gms@242335041@24.23.35 (190800-646585959):21)
09-19 20:14:59.242  1186  4125 W PlatformConfigurator: 	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1145)
09-19 20:14:59.242  1186  4125 W PlatformConfigurator: 	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:644)
09-19 20:14:59.242  1186  4125 W PlatformConfigurator: 	at java.lang.Thread.run(Thread.java:1012)
09-19 20:14:59.243  4443  4482 I GGUFNativeStderr: .
09-19 20:14:59.247  4443  4482 I GGUFNativeStderr: .
09-19 20:14:59.249  4443  4482 I GGUFNativeStderr: .
09-19 20:14:59.252  4443  4482 I GGUFNativeStderr: .
09-19 20:14:59.254  4443  4482 I GGUFNativeStderr: .
09-19 20:14:59.256  4443  4482 I GGUFNativeStderr: .
09-19 20:14:59.260  4443  4482 I GGUFNativeStderr: .
09-19 20:14:59.261  4443  4482 I GGUFNativeStderr: .
09-19 20:14:59.264  4443  4482 I GGUFNativeStderr: .
09-19 20:14:59.265  1473  2091 D t       : Starting download: https://dl.google.com/assistant/nga/1/1658155c551c182a9c9cbdff0bc6cd4293920bc3.mddz
09-19 20:14:59.265  1473  2091 V t       : Is http uri, downloading (uri: https://dl.google.com/assistant/nga/1/1658155c551c182a9c9cbdff0bc6cd4293920bc3.mddz)
09-19 20:14:59.267  4443  4482 I GGUFNativeStderr: .
09-19 20:14:59.271  4443  4482 I GGUFNativeStderr: .
09-19 20:14:59.274  4443  4482 I GGUFNativeStderr: .
09-19 20:14:59.276  4443  4482 I GGUFNativeStderr: .
09-19 20:14:59.276  1557  4186 W ModuleInitIntentOp: Dropping unexpected action com.google.android.gms.phenotype.COMMITTED
09-19 20:14:59.276  1557  4187 W ModuleInitIntentOp: Dropping unexpected action com.google.android.gms.phenotype.COMMITTED
09-19 20:14:59.280  4443  4482 I GGUFNativeStderr: .
09-19 20:14:59.281  1557  4164 W ModuleInitIntentOp: Dropping unexpected action com.google.android.gms.phenotype.COMMITTED
09-19 20:14:59.282  4443  4482 I GGUFNativeStderr: .
09-19 20:14:59.283  1186  4125 W PlatformConfigurator: Update for unknown DeviceConfig package com.google.android.gms.auth_api_early_update [CONTEXT service_id=204 ]
09-19 20:14:59.283  1186  4125 W PlatformConfigurator: daaf: No package exists for config package: com.google.android.gms.auth_api_early_update
09-19 20:14:59.283  1186  4125 W PlatformConfigurator: 	at com.google.android.gms.platformconfigurator.PhenotypeConfigurationUpdateListener.b(:com.google.android.gms@242335041@24.23.35 (190800-646585959):233)
09-19 20:14:59.283  1186  4125 W PlatformConfigurator: 	at com.google.android.gms.platformconfigurator.PhenotypeConfigurationUpdateListener.a(:com.google.android.gms@242335041@24.23.35 (190800-646585959):29)
09-19 20:14:59.283  1186  4125 W PlatformConfigurator: 	at com.google.android.gms.platformconfigurator.PhenotypeConfigurationUpdateListener.onHandleIntent(:com.google.android.gms@242335041@24.23.35 (190800-646585959):207)
09-19 20:14:59.283  1186  4125 W PlatformConfigurator: 	at com.google.android.chimera.IntentOperation.onHandleIntent(:com.google.android.gms@242335041@24.23.35 (190800-646585959):2)
09-19 20:14:59.283  1186  4125 W PlatformConfigurator: 	at ajom.onHandleIntent(:com.google.android.gms@242335041@24.23.35 (190800-646585959):8)
09-19 20:14:59.283  1186  4125 W PlatformConfigurator: 	at pkf.run(:com.google.android.gms@242335041@24.23.35 (190800-646585959):70)
09-19 20:14:59.283  1186  4125 W PlatformConfigurator: 	at pke.run(:com.google.android.gms@242335041@24.23.35 (190800-646585959):152)
09-19 20:14:59.283  1186  4125 W PlatformConfigurator: 	at emsz.run(:com.google.android.gms@242335041@24.23.35 (190800-646585959):21)
09-19 20:14:59.283  1186  4125 W PlatformConfigurator: 	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1145)
09-19 20:14:59.283  1186  4125 W PlatformConfigurator: 	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:644)
09-19 20:14:59.283  1186  4125 W PlatformConfigurator: 	at java.lang.Thread.run(Thread.java:1012)
09-19 20:14:59.283  1557  4187 I SyncIntentOperation: Handling the intent: Intent { act=com.google.android.gms.phenotype.COMMITTED pkg=com.google.android.gms cmp=com.google.android.gms/.chimera.GmsIntentOperationService (has extras) }. [CONTEXT service_id=80 ]
09-19 20:14:59.284  1557  4182 I MdiSyncModule: flag handling is skipping irrelevant intent.
09-19 20:14:59.284  1557  4164 I MlBenchmarkInstaller: Intent: com.google.android.gms.phenotype.COMMITTED [CONTEXT service_id=340 ]
09-19 20:14:59.285  1557  4164 I MlBenchmarkInstaller: COMMITTED Extra package name: com.google.android.gms.auth_api_early_update [CONTEXT service_id=340 ]
09-19 20:14:59.285  1557  4164 I LocationHistory: [IntentOperation] Handling action com.google.android.gms.phenotype.COMMITTED [CONTEXT service_id=314 ]
09-19 20:14:59.285  4443  4482 I GGUFNativeStderr: .
09-19 20:14:59.286  1557  4182 I GmsSyncPolicyEngine: Periodic sync 1 disabled by policy, cancelled.
09-19 20:14:59.286  1557  4162 W ModuleInitIntentOp: Dropping unexpected action com.google.android.gms.phenotype.COMMITTED
09-19 20:14:59.286  1557  4182 I GmsSyncPolicyEngine: Periodic sync 2 disabled by policy, cancelled.
09-19 20:14:59.287  1557  4182 I GmsSyncPolicyEngine: Periodic sync 3 disabled by policy, cancelled.
09-19 20:14:59.289  4443  4482 I GGUFNativeStderr: .
09-19 20:14:59.292  1186  4171 I PTCommittedOperation: Receive new configuration for com.google.android.gms.auth_api_early_update
09-19 20:14:59.292  4443  4482 I GGUFNativeStderr: .
09-19 20:14:59.294  4443  4482 I GGUFNativeStderr: .
09-19 20:14:59.296  4443  4482 I GGUFNativeStderr: .
09-19 20:14:59.299  4443  4482 I GGUFNativeStderr: .
09-19 20:14:59.301  4443  4482 I GGUFNativeStderr: .
09-19 20:14:59.304  4443  4482 I GGUFNativeStderr: .
09-19 20:14:59.306  4443  4482 I GGUFNativeStderr: .
09-19 20:14:59.312  4443  4482 I GGUFNativeStderr: .
09-19 20:14:59.313  4443  4482 I GGUFNativeStderr: .
09-19 20:14:59.320  4443  4482 I GGUFNativeStderr: .
09-19 20:14:59.321  1186  4125 W PlatformConfigurator: Update for unknown DeviceConfig package com.google.android.gms.locationsharingreporter [CONTEXT service_id=204 ]
09-19 20:14:59.321  1186  4125 W PlatformConfigurator: daaf: No package exists for config package: com.google.android.gms.locationsharingreporter
09-19 20:14:59.321  1186  4125 W PlatformConfigurator: 	at com.google.android.gms.platformconfigurator.PhenotypeConfigurationUpdateListener.b(:com.google.android.gms@242335041@24.23.35 (190800-646585959):233)
09-19 20:14:59.321  1186  4125 W PlatformConfigurator: 	at com.google.android.gms.platformconfigurator.PhenotypeConfigurationUpdateListener.a(:com.google.android.gms@242335041@24.23.35 (190800-646585959):29)
09-19 20:14:59.321  1186  4125 W PlatformConfigurator: 	at com.google.android.gms.platformconfigurator.PhenotypeConfigurationUpdateListener.onHandleIntent(:com.google.android.gms@242335041@24.23.35 (190800-646585959):207)
09-19 20:14:59.321  1186  4125 W PlatformConfigurator: 	at com.google.android.chimera.IntentOperation.onHandleIntent(:com.google.android.gms@242335041@24.23.35 (190800-646585959):2)
09-19 20:14:59.321  1186  4125 W PlatformConfigurator: 	at ajom.onHandleIntent(:com.google.android.gms@242335041@24.23.35 (190800-646585959):8)
09-19 20:14:59.321  1186  4125 W PlatformConfigurator: 	at pkf.run(:com.google.android.gms@242335041@24.23.35 (190800-646585959):70)
09-19 20:14:59.321  1186  4125 W PlatformConfigurator: 	at pke.run(:com.google.android.gms@242335041@24.23.35 (190800-646585959):152)
09-19 20:14:59.321  1186  4125 W PlatformConfigurator: 	at emsz.run(:com.google.android.gms@242335041@24.23.35 (190800-646585959):21)
09-19 20:14:59.321  1186  4125 W PlatformConfigurator: 	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1145)
