44128, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.852  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1262]: n_dims = 1, name = a.blk.8.attn_k.input_min, tensor_size=4, offset=2973644160, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.867  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1975]: n_dims = 1, name = v.blk.9.ffn_gate.input_max, tensor_size=4, offset=3337141216, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.867  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1976]: n_dims = 1, name = v.blk.9.ffn_gate.input_min, tensor_size=4, offset=3337141248, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.868  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1977]: n_dims = 2, name = v.blk.9.ffn_gate.weight, tensor_size=4718592, offset=3337141280, shape:[768, 3072, 1, 1], type = f16
09-15 15:39:17.868  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1978]: n_dims = 1, name = v.blk.9.ffn_gate.output_max, tensor_size=4, offset=3341859872, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.868  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1979]: n_dims = 1, name = v.blk.9.ffn_gate.output_min, tensor_size=4, offset=3341859904, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.868  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1980]: n_dims = 1, name = v.blk.9.ffn_up.input_max, tensor_size=4, offset=3341859936, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.868  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1981]: n_dims = 1, name = v.blk.9.ffn_up.input_min, tensor_size=4, offset=3341859968, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.868  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1982]: n_dims = 2, name = v.blk.9.ffn_up.weight, tensor_size=4718592, offset=3341860000, shape:[768, 3072, 1, 1], type = f16
09-15 15:39:17.868  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1983]: n_dims = 1, name = v.blk.9.ffn_up.output_max, tensor_size=4, offset=3346578592, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.868  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1984]: n_dims = 1, name = v.blk.9.ffn_up.output_min, tensor_size=4, offset=3346578624, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.868  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1985]: n_dims = 1, name = v.blk.9.attn_post_norm.weight, tensor_size=3072, offset=3346578656, shape:[768, 1, 1, 1], type = f32
09-15 15:39:17.868  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1986]: n_dims = 1, name = v.blk.9.ffn_post_norm.weight, tensor_size=3072, offset=3346581728, shape:[768, 1, 1, 1], type = f32
09-15 15:39:17.868  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1987]: n_dims = 1, name = v.blk.9.ln2.weight, tensor_size=3072, offset=3346584800, shape:[768, 1, 1, 1], type = f32
09-15 15:39:17.868  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1988]: n_dims = 1, name = v.blk.9.attn_k_norm.weight, tensor_size=256, offset=3346587872, shape:[64, 1, 1, 1], type = f32
09-15 15:39:17.868  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1989]: n_dims = 1, name = v.blk.9.attn_k.input_max, tensor_size=4, offset=3346588128, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.868  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1990]: n_dims = 1, name = v.blk.9.attn_k.input_min, tensor_size=4, offset=3346588160, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.868  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1991]: n_dims = 2, name = v.blk.9.attn_k.weight, tensor_size=1179648, offset=3346588192, shape:[768, 768, 1, 1], type = f16
09-15 15:39:17.868  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1992]: n_dims = 1, name = v.blk.9.attn_k.output_max, tensor_size=4, offset=3347767840, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.868  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1993]: n_dims = 1, name = v.blk.9.attn_k.output_min, tensor_size=4, offset=3347767872, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.868  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1994]: n_dims = 1, name = v.blk.9.attn_out.input_max, tensor_size=4, offset=3347767904, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.868  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1995]: n_dims = 1, name = v.blk.9.attn_out.input_min, tensor_size=4, offset=3347767936, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.868  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1996]: n_dims = 2, name = v.blk.9.attn_out.weight, tensor_size=1179648, offset=3347767968, shape:[768, 768, 1, 1], type = f16
09-15 15:39:17.868  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1997]: n_dims = 1, name = v.blk.9.attn_out.output_max, tensor_size=4, offset=3348947616, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.868  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1998]: n_dims = 1, name = v.blk.9.attn_out.output_min, tensor_size=4, offset=3348947648, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.868  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[1999]: n_dims = 1, name = v.blk.9.attn_q_norm.weight, tensor_size=256, offset=3348947680, shape:[64, 1, 1, 1], type = f32
09-15 15:39:17.868  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[2000]: n_dims = 1, name = v.blk.9.attn_q.input_max, tensor_size=4, offset=3348947936, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.868  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[2001]: n_dims = 1, name = v.blk.9.attn_q.input_min, tensor_size=4, offset=3348947968, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.868  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[2002]: n_dims = 2, name = v.blk.9.attn_q.weight, tensor_size=1179648, offset=3348948000, shape:[768, 768, 1, 1], type = f16
09-15 15:39:17.868  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[2003]: n_dims = 1, name = v.blk.9.attn_q.output_max, tensor_size=4, offset=3350127648, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.868  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[2004]: n_dims = 1, name = v.blk.9.attn_q.output_min, tensor_size=4, offset=3350127680, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.869  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[2005]: n_dims = 1, name = v.blk.9.attn_v.input_max, tensor_size=4, offset=3350127712, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.869  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[2006]: n_dims = 1, name = v.blk.9.attn_v.input_min, tensor_size=4, offset=3350127744, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.869  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[2007]: n_dims = 2, name = v.blk.9.attn_v.weight, tensor_size=1179648, offset=3350127776, shape:[768, 768, 1, 1], type = f16
09-15 15:39:17.869  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[2008]: n_dims = 1, name = v.blk.9.attn_v.output_max, tensor_size=4, offset=3351307424, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.869  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[2009]: n_dims = 1, name = v.blk.9.attn_v.output_min, tensor_size=4, offset=3351307456, shape:[1, 1, 1, 1], type = f32
09-15 15:39:17.869  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[2010]: n_dims = 4, name = v.patch_embd.weight, tensor_size=1179648, offset=3351307488, shape:[16, 16, 3, 768], type = f16
09-15 15:39:17.869  6418  6506 I GGUFNativeStderr: clip_model_loader: tensor[2011]: n_dims = 3, name = v.position_embd.weight, tensor_size=62914560, offset=3352487136, shape:[768, 10240, 2, 1], type = f32
09-15 15:39:17.869  6418  6506 I GGUFNativeStderr: clip_ctx: CLIP using CPU backend
09-15 15:39:17.869  6418  6506 I GGUFNativeStderr: load_hparams: projector:          gemma4v
09-15 15:39:17.869  6418  6506 I GGUFNativeStderr: load_hparams: n_embd:             768
09-15 15:39:17.869  6418  6506 I GGUFNativeStderr: load_hparams: n_head:             12
09-15 15:39:17.869  6418  6506 I GGUFNativeStderr: load_hparams: n_ff:               3072
09-15 15:39:17.869  6418  6506 I GGUFNativeStderr: load_hparams: n_layer:            16
09-15 15:39:17.869  6418  6506 I GGUFNativeStderr: load_hparams: ffn_op:             gelu_quick
09-15 15:39:17.869  6418  6506 I GGUFNativeStderr: load_hparams: projection_dim:     1536
09-15 15:39:17.869  6418  6506 I GGUFNativeStderr: --- vision hparams ---
09-15 15:39:17.869  6418  6506 I GGUFNativeStderr: load_hparams: image_size:         224
09-15 15:39:17.869  6418  6506 I GGUFNativeStderr: load_hparams: patch_size:         16
09-15 15:39:17.869  6418  6506 I GGUFNativeStderr: load_hparams: has_llava_proj:     0
09-15 15:39:17.870  6418  6506 I GGUFNativeStderr: load_hparams: minicpmv_version:   0
09-15 15:39:17.870  6418  6506 I GGUFNativeStderr: load_hparams: n_merge:            3
09-15 15:39:17.870  6418  6506 I GGUFNativeStderr: load_hparams: n_wa_pattern: 0
09-15 15:39:17.870  6418  6506 I GGUFNativeStderr: load_hparams: image_min_pixels:   161280
09-15 15:39:17.870  6418  6506 I GGUFNativeStderr: load_hparams: image_max_pixels:   2580480
09-15 15:39:17.870  6418  6506 I GGUFNativeStderr: load_hparams: model size:         3257.16 MiB
09-15 15:39:17.870  6418  6506 I GGUFNativeStderr: load_hparams: metadata size:      0.71 MiB
09-15 15:39:18.333  6418  6506 I GGUFNativeStderr: load_tensors: loaded 211 tensors from /data/user/0/com.ggufchat.app/files/models/813e4e0e-66e1-4066-8edc-f56897418ee5-unified.gguf
09-15 15:39:18.333  6418  6506 I GGUFNativeStderr: GGUF_PROJECTOR_WEIGHTS backend=CPU bytes=368648192 tensors=211
09-15 15:39:18.336  6418  6506 I GGUFNativeStderr: get_dummy_batch: warmup with image size = 768 x 768
09-15 15:39:18.339  6418  6506 I GGUFNativeStderr: clip_ctx: CLIP using CPU backend
09-15 15:39:18.340  6418  6506 I GGUFNativeStderr: load_hparams: projector:          gemma4a
09-15 15:39:18.340  6418  6506 I GGUFNativeStderr: load_hparams: n_embd:             1024
09-15 15:39:18.340  6418  6506 I GGUFNativeStderr: load_hparams: n_head:             8
09-15 15:39:18.340  6418  6506 I GGUFNativeStderr: load_hparams: n_ff:               4096
09-15 15:39:18.340  6418  6506 I GGUFNativeStderr: load_hparams: n_layer:            12
09-15 15:39:18.340  6418  6506 I GGUFNativeStderr: load_hparams: ffn_op:             gelu_quick
09-15 15:39:18.340  6418  6506 I GGUFNativeStderr: load_hparams: projection_dim:     1536
09-15 15:39:18.340  6418  6506 I GGUFNativeStderr: --- audio hparams ---
09-15 15:39:18.340  6418  6506 I GGUFNativeStderr: load_hparams: n_mel_bins:         128
09-15 15:39:18.340  6418  6506 I GGUFNativeStderr: load_hparams: proj_stack_factor:  0
09-15 15:39:18.340  6418  6506 I GGUFNativeStderr: load_hparams: audio_chunk_len:    0
09-15 15:39:18.340  6418  6506 I GGUFNativeStderr: load_hparams: audio_sample_rate:  16000
09-15 15:39:18.340  6418  6506 I GGUFNativeStderr: load_hparams: audio_n_fft:        512
09-15 15:39:18.340  6418  6506 I GGUFNativeStderr: load_hparams: audio_window_len:   320
09-15 15:39:18.340  6418  6506 I GGUFNativeStderr: load_hparams: audio_hop_len:      160
09-15 15:39:18.340  6418  6506 I GGUFNativeStderr: load_hparams: model size:         3257.16 MiB
09-15 15:39:18.340  6418  6506 I GGUFNativeStderr: load_hparams: metadata size:      0.71 MiB
09-15 15:39:18.342  6418  6431 D EGL_emulation: app_time_stats: avg=56.19ms min=11.65ms max=150.87ms count=19
09-15 15:39:18.955   570  2591 E TaskPersister: File error accessing recents directory (directory doesn't exist?).
09-15 15:39:18.988   380  3529 D android.hardware.audio@7.1-impl.ranchu: threadLoop: entering standby, frames: 2172736
09-15 15:39:19.408  6418  6431 D EGL_emulation: app_time_stats: avg=152.29ms min=148.86ms max=166.70ms count=7
09-15 15:39:19.448   570   679 D ActivityManager: freezing 1639 android.process.acore
09-15 15:39:19.453   570   854 D InetDiagMessage: Destroyed 0 sockets, proto=IPPROTO_TCP, family=AF_INET, states=14
09-15 15:39:19.454   570   854 D InetDiagMessage: Destroyed 0 sockets, proto=IPPROTO_TCP, family=AF_INET6, states=14
09-15 15:39:19.454   570   854 D InetDiagMessage: Destroyed live tcp sockets for uids={10091} in 1ms
09-15 15:39:20.458  6418  6431 D EGL_emulation: app_time_stats: avg=149.92ms min=147.37ms max=152.64ms count=7
09-15 15:39:20.728  6418  6506 I GGUFNativeStderr: load_tensors: loaded 273 tensors from /data/user/0/com.ggufchat.app/files/models/813e4e0e-66e1-4066-8edc-f56897418ee5-unified.gguf
09-15 15:39:20.728  6418  6506 I GGUFNativeStderr: GGUF_PROJECTOR_WEIGHTS backend=CPU bytes=618071168 tensors=273
09-15 15:39:20.822  6418  6506 I GGUFNativeStderr: get_dummy_batch: warmup with audio size = 3000
09-15 15:39:20.876  6418  6506 I GGUFNativeStderr: init_audio: audio input is in experimental stage and may have reduced quality:
09-15 15:39:20.876  6418  6506 I GGUFNativeStderr:     https://github.com/ggml-org/llama.cpp/discussions/13759
09-15 15:39:20.876  6418  6505 I GGUFChatNative: GGUF_SINGLE_FILE_LOADED same_path=1
09-15 15:39:20.876  6418  6505 I GGUFChatNative: GGUF_PROJECTOR_LOADED vision=1 audio=1
09-15 15:39:20.876  6418  6505 I GGUFChatNative: GGUF_UNIT_LOADED language=CPU layers=0 projector=CPU
09-15 15:39:20.876  6418  6505 I GGUFChatNative: model loaded: n_ctx=1024 projector=loaded
09-15 15:39:21.491   570   604 D OomAdjuster: Not killing cached processes
09-15 15:39:21.882  6508  6508 W AccessibilityNodeInfoDumper: Fetch time: 2ms
09-15 15:39:21.883   570  1823 W MagnificationConnectionManager: requestConnection duplicated request: connect=false, mConnectionState=DISCONNECTED
09-15 15:39:21.883   570  1823 D AccessibilityManagerService: restoreCurrentUserForTestAutomationIfNeededLocked(): ignoring because device doesn't support visible background users
09-15 15:39:21.883   570   570 W IPCThreadState: Sending oneway calls to frozen process.
09-15 15:39:21.883   570   570 W IPCThreadState: Sending oneway calls to frozen process.
09-15 15:39:21.884   570   570 W IPCThreadState: Sending oneway calls to frozen process.
09-15 15:39:21.884   570   570 W IPCThreadState: Sending oneway calls to frozen process.
09-15 15:39:21.884   570   570 W IPCThreadState: Sending oneway calls to frozen process.
09-15 15:39:21.884   570   570 W IPCThreadState: Sending oneway calls to frozen process.
09-15 15:39:21.884   570   570 W IPCThreadState: Sending oneway calls to frozen process.
09-15 15:39:21.884   570   570 W IPCThreadState: Sending oneway calls to frozen process.
09-15 15:39:21.884  1449  2209 I AiAiEcho: Settings changed for uri: content://settings/secure/accessibility_enabled
09-15 15:39:21.885   570   570 W IPCThreadState: Sending oneway calls to frozen process.
09-15 15:39:21.885  6508  6508 D AndroidRuntime: Shutting down VM
09-15 15:39:21.885   570   570 W IPCThreadState: Sending oneway calls to frozen process.
09-15 15:39:21.885   570   570 W IPCThreadState: Sending oneway calls to frozen process.
09-15 15:39:21.885   570   570 W IPCThreadState: Sending oneway calls to frozen process.
09-15 15:39:21.885   570   570 W IPCThreadState: Sending oneway calls to frozen process.
09-15 15:39:21.885   570   570 W IPCThreadState: Sending oneway calls to frozen process.
09-15 15:39:21.885  1449  1618 I AiAiEcho: Predicting[0]:  [CONTEXT sampling_count=5 ]
09-15 15:39:21.887  1530  1775 I A       : NGA enabled in interactor.
09-15 15:39:21.887  1449  1618 I AiAiEcho: EchoTargets: 
09-15 15:39:21.887  1449  1618 I AiAiEcho: Filtered by AiAi flag check: 
09-15 15:39:21.887  1449  1618 I AiAiEcho: [CONTEXT ratelimit_period="10 SECONDS" ]
09-15 15:39:21.887  1449  1618 I AiAiEcho: Ranked targets strategy: SORT, count: 0, ranking metadata:  [CONTEXT ratelimit_period="10 SECONDS" ]
09-15 15:39:21.887  1530  1775 I A       : (REDACTED) Nga state changed to %s
09-15 15:39:21.887  1449  1618 I AiAiEcho: #remoteViewsTwiddler: feature disabled.
09-15 15:39:21.887  1530  1775 I A       : (REDACTED) isTngActive=%s
09-15 15:39:21.887  1449  1618 I AiAiEcho: Predicting[0]:  [CONTEXT sampling_count=5 ]
09-15 15:39:21.887  1449  1618 I AiAiEcho: EchoTargets: 
09-15 15:39:21.887  1449  1618 I AiAiEcho: Filtered by AiAi flag check: 
09-15 15:39:21.887  1449  1618 I AiAiEcho: [CONTEXT ratelimit_period="10 SECONDS" ]
09-15 15:39:21.887  1449  1618 I AiAiEcho: Ranked targets strategy: SORT, count: 0, ranking metadata:  [CONTEXT ratelimit_period="10 SECONDS" ]
09-15 15:39:21.887   570   570 W IPCThreadState: Sending oneway calls to frozen process.
09-15 15:39:21.887   570   570 D BatterySaverPolicy: accessibility changed to false, updating policy.
09-15 15:39:21.889  1480  4297 I A       : Initializing all components
09-15 15:39:21.890  1480  1891 I A       : (REDACTED) onIsEnabledChanged, isEnabled: %s
09-15 15:39:21.890  1480  1891 W A       : Disposing empty manager. Did you forgot to subscribe observables?
09-15 15:39:21.891  1480  1891 W A       : Disposing empty manager. Did you forgot to subscribe observables?
09-15 15:39:21.891  1480  1891 W A       : Disposing empty manager. Did you forgot to subscribe observables?
09-15 15:39:21.891  1480  1891 W A       : Disposing empty manager. Did you forgot to subscribe observables?
09-15 15:39:21.891  1480  1891 W A       : Disposing empty manager. Did you forgot to subscribe observables?
09-15 15:39:21.891  1480  1891 W A       : Disposing empty manager. Did you forgot to subscribe observables?
09-15 15:39:21.891  1480  1891 W A       : Disposing empty manager. Did you forgot to subscribe observables?
09-15 15:39:21.891  1480  1891 W A       : Disposing empty manager. Did you forgot to subscribe observables?
09-15 15:39:21.891  1480  1891 W A       : Disposing empty manager. Did you forgot to subscribe observables?
09-15 15:39:21.891  1480  1891 W A       : Disposing empty manager. Did you forgot to subscribe observables?
09-15 15:39:21.891  1480  1891 W A       : Disposing empty manager. Did you forgot to subscribe observables?
09-15 15:39:21.891  1480  1891 I A       : (REDACTED) Setting session to type: %s
09-15 15:39:21.891  1480  1891 W A       : Disposing empty manager. Did you forgot to subscribe observables?
09-15 15:39:21.891  1480  1891 W A       : Disposing empty manager. Did you forgot to subscribe observables?
09-15 15:39:21.891  1480  1891 W A       : Disposing empty manager. Did you forgot to subscribe observables?
09-15 15:39:21.891  1480  1891 W A       : Disposing empty manager. Did you forgot to subscribe observables?
09-15 15:39:21.891  1480  1891 W A       : Disposing empty manager. Did you forgot to subscribe observables?
09-15 15:39:21.891  1480  1891 W A       : Disposing empty manager. Did you forgot to subscribe observables?
09-15 15:39:21.891  1480  1891 I A       : (REDACTED) setNavBarVisible: %s
09-15 15:39:21.891  1480  1891 W A       : Disposing empty manager. Did you forgot to subscribe observables?
09-15 15:39:21.891  1480  1891 W A       : Disposing empty manager. Did you forgot to subscribe observables?
09-15 15:39:21.891  1480  1891 W A       : Disposing empty manager. Did you forgot to subscribe observables?
09-15 15:39:21.891  1480  1891 W A       : Disposing empty manager. Did you forgot to subscribe observables?
09-15 15:39:21.891  1480  1891 W A       : Disposing empty manager. Did you forgot to subscribe observables?
09-15 15:39:21.887  1449  1618 I AiAiEcho: #remoteViewsTwiddler: feature disabled.
09-15 15:39:21.891  1480  1933 I A       : (REDACTED) Nga on-device enabled based on TNG:MA active state: %b
09-15 15:39:21.894  1480  1933 I A       : (REDACTED) State changed: %s => %s by %s and %s with %s
09-15 15:39:21.894  1480  1933 I A       : (REDACTED) Recognizer choice: (recognizer_type: %s, recognizer_mode: %s, choice_reason: %s)
09-15 15:39:21.894  1480  1933 I A       : (REDACTED) onActiveStateChangeEvent: %s => %s
09-15 15:39:21.895  1480  1933 I A       : (REDACTED) #onActiveStateChangeEvent, newState: %s, previousState: %s.
09-15 15:39:21.895  1480  1933 I A       : (REDACTED) Nga on-device enabled based on TNG:MA active state: %b
09-15 15:39:21.896  1480  1891 W A       : Disposing empty manager. Did you forgot to subscribe observables?
09-15 15:39:21.896  1449  1618 I AiAiEcho: #postPredictionTargets: Sending updates to UISurface lockscreen with targets# 0 (types=[])
09-15 15:39:21.896  1480  1891 I A       : (REDACTED) on opa visibility changed %s
09-15 15:39:21.896  1480  1891 I NgaEntryPointEventSendr: setupConnection
09-15 15:39:21.897   935   935 W PageIndicator: Total number of pages invalid: 0. Assuming 1 page.
09-15 15:39:21.900  1480  1891 I NgaEntryPointEventSendr: (REDACTED) State changed: %s => %s
09-15 15:39:21.900  1480  1891 I NgaEntryPointEventSendr: onServiceConnected
09-15 15:39:21.900  1530  3202 I A       : Calling beginBinderSession().
09-15 15:39:21.900  1530  3202 I A       : beginBinderSession(): calling binder
09-15 15:39:21.901  1480  1891 I NgaEntryPointEventSendr: (REDACTED) State changed: %s => %s
09-15 15:39:21.901  1480  1891 I A       : (REDACTED) on opa visibility changed %s
09-15 15:39:21.901  1480  1891 I A       : (REDACTED) stopListening(%s, %s)
09-15 15:39:21.901  1449  1618 I AiAiEcho: #postPredictionTargets: Sending updates to UISurface home with targets# 0 (types=[])
09-15 15:39:21.902  1480  1933 I A       : Initialize
09-15 15:39:21.903  1480  1891 I INV.SystemUI: showGestureNav
09-15 15:39:21.903  1480  1891 I INV.SystemUI: (REDACTED) setUiHints(hints = %s)
09-15 15:39:21.903  1480  1891 I A       : (REDACTED) Nga on-device enabled based on TNG:MA active state: %b
09-15 15:39:21.904   570   586 W ActivityManager: Unable to start service Intent { cmp=com.google.android.apps.tachyon/.clientapi.ClientApiService } U=0: not found
09-15 15:39:21.904  1186  1186 D SsBaseTemplateCard: No text view can be set up
09-15 15:39:21.904  1186  1186 D SsBaseTemplateCard: Passed-in item info is null
09-15 15:39:21.905  1186  1186 D SsBaseTemplateCard: Passed-in item info is null
09-15 15:39:21.905  1186  1186 D SsBaseTemplateCard: Passed-in item info is null
09-15 15:39:21.905  1186  1186 I SsBaseTemplateCard: Secondary card pane is null
09-15 15:39:21.905  1480  1933 I A       : Successfully initialized all components
09-15 15:39:21.907   368   399 I netd    : tetherGetStats() -> {[]} <1.85ms>
09-15 15:39:21.915  1480  1891 I INV.SystemUI: setUiHints: finished successfully
09-15 15:39:21.921  1530  2137 I PBSessionCacheImpl: (REDACTED) Deleted sessionId[%d] from persistence.
09-15 15:39:21.921  1480  1933 I NgaEntryPointEventSendr: (REDACTED) State changed: %s => %s (%s)
09-15 15:39:21.921  1530  2137 W A       : (REDACTED) %s task was not run. Callback from Service received after client was disposed.
09-15 15:39:21.923  1530  2137 W SearchServiceCore: Abort, client detached.
09-15 15:39:22.028   570   604 W IPCThreadState: Sending oneway calls to frozen process.
09-15 15:39:22.028   570   604 W IPCThreadState: Sending oneway calls to frozen process.
09-15 15:39:22.780  6532  6532 W BpBinder: Linking to death on android.gui.ISurfaceComposer but there are no threads (yet?) listening to incoming transactions. See ProcessState::startThreadPool and ProcessState::setThreadPoolMaxThreadCount. Generally you should setup the binder threadpool before other initialization steps.
09-15 15:39:22.780  6532  6532 W ProcessState: Extra binder thread started, but 0 threads requested. Do not use *startThreadPool when zero threads are requested.
09-15 15:39:22.789   159   159 I hwservicemanager: getTransport: Cannot find entry android.hardware.graphics.mapper@4.0::IMapper/default in either framework or device VINTF manifest.
09-15 15:39:22.789  6532  6533 I Gralloc4: mapper 4.x is not supported
09-15 15:39:22.974     0     0 I servicemanager: Caller(pid=6532,uid=0,sid=u:r:su:s0) Could not find android.hardware.graphics.allocator.IAllocator/default in the VINTF manifest. No alternative instances declared in VINTF.
09-15 15:39:23.033   570   604 W IPCThreadState: Sending oneway calls to frozen process.
09-15 15:39:23.128  6554  6554 W BpBinder: Linking to death on android.gui.ISurfaceComposer but there are no threads (yet?) listening to incoming transactions. See ProcessState::startThreadPool and ProcessState::setThreadPoolMaxThreadCount. Generally you should setup the binder threadpool before other initialization steps.
09-15 15:39:23.129  6554  6554 W ProcessState: Extra binder thread started, but 0 threads requested. Do not use *startThreadPool when zero threads are requested.
09-15 15:39:23.327     0     0 I servicemanager: Caller(pid=6554,uid=0,sid=u:r:su:s0) Could not find android.hardware.graphics.allocator.IAllocator/default in the VINTF manifest. No alternative instances declared in VINTF.
09-15 15:39:23.140   159   159 I hwservicemanager: getTransport: Cannot find entry android.hardware.graphics.mapper@4.0::IMapper/default in either framework or device VINTF manifest.
09-15 15:39:23.141  6554  6555 I Gralloc4: mapper 4.x is not supported
09-15 15:39:23.461     0     0 I logd    : logdr: UID=0 GID=0 PID=6556 n tail=0 logMask=99 pid=0 start=0ns deadline=0ns
